0,69289612	0,18033006	0,23286051	0,13438239	0,98077344	0,38729386	0,82432664	0,92325890
0,14408055	0,53695037	0,60094577	0,09974107	0,76839823	0,65033617	0,16280669	0,13583591
0,22643978	0,25578796	0,30489239	0,55949948	0,05574533	0,68619047	0,28792326	0,90570760
0,07641312	0,16570470	0,59723318	0,63842795	0,21221081	0,33371759	0,65175421	0,08939564
0,66458746	0,16591911	0,70286182	0,01723337	0,46026843	0,50757996	0,15415487	0,16625948
0,12474870	0,04564519	0,49272882	0,30106411	0,96196331	0,65301601	0,48157352	0,74488002
0,36834002	0,67800789	0,92681049	0,41715757	0,11585451	0,01846776	0,58315540	0,38052954
0,67863340	0,39192459	0,30277231	0,73815923	0,67311461	0,86993197	0,81316603	0,31486601
0,06994260	0,51037807	0,63434501	0,11369402	0,80032077	0,16162792	0,55916068	0,72836230
0,58261059	0,45743130	0,64411619	0,07643746	0,90365341	0,99148794	0,61442498	0,47908320
0,02989807	0,28746594	0,41434045	0,44888092	0,67083299	0,46210301	0,52499591	0,19618989
0,84031077	0,99224239	0,02384270	0,37048254	0,72033925	0,66309100	0,42803547	0,94768105
0,90335770	0,38688627	0,82141760	0,35359253	0,84351745	0,39617927	0,08794230	0,89269422
0,08731368	0,36130422	0,58004813	0,86403714	0,92008808	0,39631665	0,43718907	0,84518707
0,71895031	0,79350192	0,19368170	0,35930483	0,94408799	0,09943171	0,73011403	0,66122713
0,02232274	0,12297994	0,99730924	0,78537229	0,35257010	0,80227813	0,38488329	0,15016612
0,44299765	0,99278364	0,33950021	0,44286236	0,56256200	0,13270393	0,49663850	0,69808235
0,89121157	0,07810229	0,25393860	0,14235925	0,32150643	0,72599853	0,24286319	0,37069166
0,80013774	0,77414945	0,13307719	0,16243035	0,43979619	0,44972351	0,94592710	0,16140797
0,36409476	0,39900785	0,86741458	0,08993933	0,50544448	0,18160050	0,70982406	0,39341423
0,98593327	0,93252882	0,57686793	0,63129994	0,20807378	0,70393273	0,53467584	0,26271508
0,06199618	0,33610848	0,13269242	0,38356347	0,18813739	0,90865352	0,09759276	0,66982200
0,07580188	0,53314067	0,18584922	0,43649883	0,06637090	0,03990834	0,15109796	0,14443954
0,66159622	0,75200464	0,64885300	0,59665959	0,00512124	0,50699856	0,44415359	0,24374835
0,74779890	0,06390263	0,79908119	0,98771516	0,56194972	0,11954167	0,23008726	0,89833202
0,34428973	0,73010836	0,60553833	0,20325985	0,42630835	0,98560140	0,80269182	0,44769304
0,48073160	0,00469444	0,31538419	0,59946487	0,55583499	0,06671609	0,43001053	0,34474179
0,47640858	0,92046682	0,11594538	0,91087326	0,89763532	0,88780892	0,38276135	0,31058343
0,01997176	0,45119016	0,34984119	0,00167232	0,63519460	0,45751661	0,48199749	0,90863360
0,35398963	0,90188107	0,58533824	0,81820874	0,83937898	0,75225732	0,13042799	0,14459759
0,74344502	0,30429662	0,70847669	0,16089908	0,40122461	0,63822594	0,22833234	0,66322290
0,58487084	0,72341329	0,85329449	0,41653823	0,03331271	0,37540832	0,09640228	0,97815151
0,22787158	0,63732241	0,35469552	0,67606857	0,88075985	0,15379763	0,65787480	0,19971936
0,13814923	0,65514412	0,38169846	0,87192540	0,39072417	0,51342820	0,58970967	0,74995845
0,97494382	0,55324043	0,58563031	0,68657929	0,10652605	0,40361697	0,13358925	0,19135846
0,13459093	0,54273817	0,44284569	0,39883151	0,13562689	0,20302371	0,10721493	0,16913886
0,02884916	0,32405296	0,73547835	0,34421212	0,71859312	0,51432975	0,44382985	0,06425141
0,53896373	0,22444641	0,49947432	0,54862901	0,29685821	0,65580783	0,90006802	0,77939567
0,37409789	0,65616735	0,43090524	0,13171905	0,82412129	0,90653996	0,34026813	0,98461191
0,22668221	0,08492974	0,30629547	0,33913601	0,86612548	0,42963151	0,62241334	0,93273138
0,45734442	0,56621470	0,00590934	0,24696805	0,68452800	0,96081879	0,41271075	0,44362302
0,79088982	0,03299978	0,30215320	0,65791787	0,62273522	0,09395035	0,89768266	0,35270676
0,54025161	0,14445479	0,90178997	0,69060618	0,65458139	0,85511932	0,33817047	0,38355274
0,02240627	0,08275482	0,94642253	0,02696566	0,04107338	0,59296365	0,70735770	0,17129169
0,26325606	0,46704081	0,01911916	0,98058807	0,56674352	0,19938940	0,41461438	0,13913979
0,64910331	0,70316818	0,02606497	0,19541508	0,38285329	0,21344915	0,49547373	0,25882973
0,05496260	0,17806327	0,97066222	0,08502007	0,19344359	0,02080827	0,56934152	0,71434997
0,99904359	0,84240196	0,44101748	0,44399022	0,63925363	0,32124920	0,19972056	0,66693137
0,81845010	0,14432335	0,61098963	0,74050643	0,72493672	0,81482664	0,62378355	0,38953471
0,20980147	0,83170338	0,37022400	0,18123869	0,15647191	0,92198740	0,04954720	0,81442574
0,67159159	0,68656456	0,96182180	0,26325164	0,60567389	0,53461079	0,62390677	0,59971507
0,91235294	0,01306817	0,55384056	0,47943708	0,76285829	0,24260580	0,84287232	0,06041738
0,42952938	0,57042413	0,34673545	0,50019925	0,66820962	0,69797352	0,00923252	0,88392222
0,61939383	0,21149788	0,33202455	0,02438715	0,71755582	0,32706819	0,34801273	0,04433651
0,27816433	0,64014454	0,07089388	0,46010366	0,88940980	0,10495285	0,95331236	0,69200341
0,06324366	0,37683610	0,11861675	0,14646148	0,60948542	0,96760208	0,03134322	0,03305662
0,32727894	0,86035398	0,74779243	0,28073455	0,30537234	0,27305778	0,91179620	0,96180774
0,41782622	0,12517936	0,59780860	0,28953929	0,77673254	0,50161976	0,61901484	0,55606974
0,68258685	0,37228355	0,40809846	0,14625753	0,60650850	0,73130622	0,36971618	0,19388698
0,89680240	0,37540551	0,06882199	0,11207679	0,91746813	0,66587046	0,72507552	0,17803333
0,70768960	0,67669036	0,98738103	0,28041992	0,21540774	0,73078072	0,20880530	0,88813743
0,43087075	0,60906552	0,84381206	0,28961723	0,54217405	0,90272074	0,83168344	0,17443255
0,79295893	0,31339468	0,06044978	0,88864849	0,62809992	0,78066255	0,09819868	0,62055779
0,86093572	0,70938408	0,07237967	0,05207855	0,67473022	0,73682654	0,58480838	0,61445299
0,46099430	0,75417859	0,99923151	0,66397041	0,06476888	0,30650862	0,43244711	0,27435047
0,63631537	0,60730912	0,59423624	0,20545739	0,00836830	0,39638198	0,07879680	0,07469574
0,46457929	0,79821233	0,45458200	0,66114318	0,29846585	0,44439741	0,63825664	0,52978274
0,84452664	0,20761386	0,18701220	0,85809834	0,59515823	0,26033052	0,91736776	0,68006854
0,30746436	0,16442276	0,00728697	0,77668521	0,03674535	0,08743116	0,87275836	0,57116038
0,81882417	0,57737033	0,56532000	0,21901475	0,15514323	0,87300964	0,03899473	0,17858722
0,88353671	0,11642224	0,59412636	0,12634020	0,99844012	0,89178597	0,44129371	0,15680934
0,42537625	0,23584603	0,45519663	0,69740785	0,45385063	0,47836506	0,23453237	0,55378132
0,83146579	0,89768250	0,35115013	0,85677656	0,61393106	0,62829100	0,65722117	0,78042062
0,03681903	0,72228476	0,76997406	0,12657413	0,29584686	0,72337258	0,45342591	0,30717258
0,81104928	0,95323433	0,92572946	0,80033528	0,30406698	0,45314428	0,54127218	0,04544209
0,52627628	0,49805537	0,61310051	0,47142558	0,08195671	0,10815454	0,39705679	0,70607535
0,77070729	0,57729548	0,83019835	0,58933669	0,08698406	0,48182370	0,20191444	0,21303827
0,32761714	0,46020926	0,92651332	0,49861657	0,12467936	0,68736117	0,78537167	0,34645083
0,73923196	0,70488380	0,87511210	0,68729443	0,12993339	0,28716850	0,49316260	0,56118924
0,20845495	0,65082512	0,96483870	0,89223025	0,80465606	0,73848251	0,84805064	0,91664577
0,44738055	0,58941634	0,86921054	0,72800471	0,94559655	0,91504597	0,87778300	0,91817825
0,93572704	0,63993025	0,96635676	0,80111585	0,97013530	0,91011693	0,46969771	0,11249805
0,98658095	0,05468595	0,28203882	0,11461913	0,88582802	0,92828513	0,89956642	0,85313497
0,42282295	0,84991185	0,19555722	0,77874164	0,23300199	0,52384907	0,93309179	0,10580366
0,75551687	0,30907496	0,63651163	0,39208203	0,84893627	0,61440771	0,30947892	0,60378430
0,14248166	0,97689800	0,32663136	0,05794811	0,31969710	0,95653209	0,31299308	0,11639555
0,52372570	0,33206655	0,43695196	0,51649400	0,69890282	0,13588651	0,75275461	0,01437338
0,72142755	0,37231886	0,75482023	0,30083184	0,68087048	0,04034971	0,48584535	0,69846851
0,35133020	0,87054434	0,82725179	0,65110834	0,74638191	0,42804267	0,01842245	0,13816144
0,62518705	0,09478285	0,07368637	0,88517785	0,54303173	0,32594526	0,31974929	0,46909906
0,17331162	0,23319173	0,38728459	0,73330031	0,95366988	0,20326374	0,46449174	0,98473684
0,30469941	0,31187588	0,14429894	0,37117375	0,50868566	0,01321701	0,01558519	0,27348986
0,66420223	0,15524164	0,83943823	0,33421106	0,49814344	0,47802204	0,86577917	0,02856545
0,34142674	0,75256938	0,19518492	0,12244537	0,74733252	0,76402698	0,72033054	0,57758270
0,36333182	0,65106572	0,32772525	0,80096376	0,47638450	0,78347021	0,67221742	0,05856753
0,49316623	0,40306360	0,69890419	0,14936388	0,11399727	0,77849250	0,78618191	0,30387897
0,59686321	0,60667741	0,39014324	0,80804799	0,05065331	0,67751959	0,13118554	0,58447208
0,00489619	0,31166736	0,09648510	0,79151307	0,66120218	0,87788942	0,96328396	0,62306831
0,29682682	0,36515319	0,38077585	0,81093944	0,44752298	0,33453752	0,70431696	0,30820794
0,34747943	0,12148376	0,30335297	0,44088919	0,18408204	0,08105855	0,28730848	0,86789967
0,80684467	0,85402998	0,63974276	0,12496978	0,53955271	0,15852640	0,09905544	0,03476020
0,23278359	0,59128782	0,24895902	0,23785343	0,16989403	0,74059722	0,61662249	0,06078712
0,37899047	0,20162040	0,32524153	0,40841129	0,21860583	0,13921779	0,46920667	0,29007103
0,27674005	0,99895696	0,96758879	0,90084785	0,43807852	0,58048386	0,14328547	0,41793143
0,07540566	0,71590159	0,08088291	0,56243094	0,84562892	0,13295553	0,96762902	0,29594145
0,77034931	0,65230125	0,46194513	0,97443233	0,11126001	0,89584074	0,26324397	0,53034155
0,81186687	0,69572863	0,96219442	0,92268952	0,94509487	0,98803408	0,69398008	0,78973409
0,55583945	0,18984147	0,64441242	0,98570728	0,84251880	0,58850219	0,89134903	0,15012981
0,11060248	0,63616290	0,96721503	0,23012312	0,25049570	0,32956636	0,88256263	0,85887260
0,43824113	0,19912626	0,83030585	0,64511902	0,92521206	0,71898300	0,34340250	0,76732790
0,17742954	0,13859769	0,37920577	0,39120662	0,25149600	0,15354329	0,15998897	0,46298133
0,74685415	0,15101530	0,33255711	0,25469679	0,58847263	0,60103800	0,00551763	0,39998066
0,06596114	0,42142031	0,98015762	0,33930105	0,48691949	0,24765334	0,41475711	0,54095249
0,01572408	0,90573932	0,47714915	0,29311357	0,87971677	0,90971488	0,52115425	0,46717741
0,63754875	0,36062820	0,94089765	0,76719326	0,81630090	0,10249608	0,82528257	0,31146799
0,57762342	0,13844500	0,87963061	0,06352982	0,13771167	0,67764266	0,33986026	0,97897615
0,05089809	0,73607619	0,21562853	0,89911194	0,38968869	0,34392643	0,91281971	0,01371711
0,08143367	0,92706898	0,95578167	0,94314575	0,84573575	0,18215109	0,11715833	0,82331849
0,97139739	0,02221785	0,41288043	0,11002298	0,74698161	0,31774492	0,78419089	0,75009857
0,30508571	0,92935101	0,36761827	0,59037090	0,24392978	0,84568582	0,69175114	0,89927129
0,45806490	0,95463649	0,69630492	0,62191438	0,03246484	0,04848865	0,41839708	0,28902778
0,86669536	0,75310541	0,45955668	0,51744593	0,04777624	0,42178661	0,57763055	0,12094565
0,02648029	0,01850911	0,98928590	0,98815004	0,83287230	0,85021394	0,16241056	0,24540575
0,27420626	0,34120826	0,21760123	0,27300334	0,37716043	0,30388579	0,67362265	0,85934479
0,19097299	0,83652695	0,74254674	0,76283533	0,01713469	0,49116256	0,91880032	0,74928508
0,75705660	0,94012749	0,20339981	0,80090065	0,85665617	0,43157853	0,74407477	0,76959889
0,26418436	0,44203448	0,43194910	0,38348195	0,38760218	0,85236615	0,29927769	0,41753638
0,76593284	0,83608916	0,44295232	0,44603492	0,72030276	0,30476398	0,29833214	0,13128291
0,43779580	0,54079648	0,37359482	0,28601494	0,16409379	0,77643379	0,56761281	0,73668519
0,80384874	0,19660630	0,08183021	0,86583913	0,61742470	0,93930467	0,12249683	0,25272698
0,80982850	0,24296112	0,33250390	0,73217426	0,89473032	0,35778371	0,00510193	0,31735585
0,53699293	0,96310264	0,84235845	0,01364569	0,22564235	0,24486503	0,03079942	0,69243032
0,01890407	0,56950085	0,27917557	0,99457003	0,88359973	0,04426399	0,92796127	0,71894982
0,86822979	0,01746533	0,73837917	0,83316083	0,68379584	0,77028698	0,19975720	0,02682314
0,09612556	0,64134752	0,88530759	0,81714693	0,41137096	0,28554307	0,52977322	0,11412838
0,26042545	0,06616291	0,99728723	0,56919004	0,22675324	0,15485002	0,99337219	0,11959236
0,84969759	0,72787945	0,71541722	0,32379686	0,22032083	0,98222823	0,67474544	0,88625039
0,09138321	0,07640642	0,59873201	0,35836641	0,72783750	0,30345315	0,42473991	0,58197009
0,68579027	0,73958926	0,71743029	0,09422724	0,61702492	0,01308471	0,71625593	0,56077433
0,35757728	0,57603342	0,43551865	0,44003279	0,77334097	0,19303856	0,04302157	0,72614952
0,97776646	0,72575265	0,82809216	0,90444788	0,79391133	0,21445128	0,33738785	0,69740634
0,85575114	0,43900491	0,67857079	0,45503910	0,15032156	0,51939640	0,20332380	0,05431863
0,54327184	0,67456840	0,14761991	0,98643211	0,96104398	0,62423544	0,82755907	0,66897461
0,68403800	0,21096845	0,13248496	0,34611538	0,41050984	0,82843291	0,25095690	0,85903395
0,14852178	0,78371893	0,11490669	0,70996778	0,80491899	0,32077234	0,51643875	0,15626130
0,84375028	0,85351270	0,55958860	0,93094996	0,07084038	0,93472244	0,12044859	0,13689548
0,68285426	0,66180624	0,81039520	0,10256005	0,45359341	0,95224998	0,25835157	0,48208734
0,52305927	0,79111726	0,77391637	0,84397009	0,84161542	0,71636621	0,64384798	0,44233376
0,17641786	0,37118989	0,66722211	0,99969824	0,24776746	0,53555612	0,90797559	0,43956192
0,81117264	0,14896157	0,16293656	0,41123398	0,94028960	0,79545951	0,41913254	0,51204135
0,73786367	0,96940658	0,75337561	0,11316283	0,58343954	0,17101851	0,78411476	0,00242158
0,77046621	0,99364719	0,82036800	0,04546063	0,68018034	0,26242805	0,51723665	0,99249344
0,96001965	0,48942890	0,89257528	0,19311181	0,76245535	0,28534553	0,58982332	0,86617893

| Por Claudio Kinzel, 21/6/2003
